ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
YpesChrORF_YPO1631_s_at	0.0212	0.00273631	4.271905	-1.262539	3.356665	pepT	peptidase T
SpM12_ChORF278-21_at	0.0212	0.00274037	4.270809	-1.263957	2.834016		
YpesChrORF_YPO0428_s_at	0.0212	0.00274449	4.269699	-1.265394	2.644231	holD	DNA polymerase III subunit psi
YpesChrORF_YPO3402_s_at	0.0212	0.00274463	4.269659	-1.265445	2.467789	panC	pantoate--beta-alanine ligase
SauMu50ChORFSAV2124_s_at	0.0213	0.00274986	4.268254	-1.267265	2.369869		
SauMu50ChORFSAV2327_s_at	0.0213	0.00275577	4.266668	-1.269318	4.401355		
Cbur01652_at	0.0213	0.00275615	4.266566	-1.26945	3.519888		
YpesChrORF_YPO2660_s_at	0.0213	0.00275798	4.266075	-1.270086	2.673849	YPO2660	solute-binding protein
YpseORF_or1320_at	0.0213	0.00275852	4.265931	-1.270272	2.551615		
SpM1_ChORF1698_s_at	0.0213	0.00276092	4.265288	-1.271105	2.622336		
YpesChrORF_YPO2295_s_at	0.0213	0.00276133	4.265179	-1.271246	2.806395	YPO2295	nucleotidase
YpesChrORF_YPO3156_s_at	0.0213	0.00276714	4.263627	-1.273257	2.52485	clpX	ATP-dependent protease ATP-binding subunit ClpX
SauMu50ChORFSAV2210_s_at	0.0213	0.00276946	4.263007	-1.27406	4.432266		
SauMSSA476_575g-567_at	0.0213	0.00277057	4.262711	-1.274443	3.506482		
SauMu50ChORFSAV2065_s_at	0.0213	0.00277122	4.262536	-1.27467	2.419103		
YpesChrORF_YPO2991_s_at	0.0213	0.00277361	4.261902	-1.275492	3.223875	cysZ	sulfate transport protein CysZ
SpM18_ChORF1806_s_at	0.0213	0.00277398	4.261802	-1.275621	4.438966		
YpesKIM_ChrORFy0669_at	0.0213	0.00277737	4.260901	-1.276789	2.541578		
CTrachChrORF_CT601_at	0.0214	0.00278496	4.258885	-1.279402	2.890509		
Cbur02364_at	0.0214	0.0027851	4.25885	-1.279448	2.341878		
YpesChrORF_YPO2827_s_at	0.0214	0.0027858	4.258664	-1.279688	2.473271	upp	uracil phosphoribosyltransferase
SauEMRSA16ChORF2117_s_at	0.0214	0.00278701	4.258344	-1.280103	4.517242		
Cbur02238_at	0.0214	0.00278797	4.258089	-1.280434	3.544954		
Cbur00764_at	0.0214	0.00278946	4.257694	-1.280946	2.411442	recA	recombinase A
SauCOLChORF02499_at	0.0214	0.00279216	4.25698	-1.281871	3.857922		
YpesChrORF_YPO3977_s_at	0.0214	0.00279293	4.256778	-1.282134	2.647171	gor	glutathione reductase
SpM1_ChORF0716_s_at	0.0214	0.00279473	4.2563	-1.282752	2.388189		
YpesPlaORF_YpMT1.64c_s_at	0.0214	0.00279536	4.256135	-1.282967	3.103637		
SpM12_ChORF299-48_at	0.0214	0.00279643	4.255852	-1.283334	2.592954		
SauCOLChORF01613_s_at	0.0214	0.00279828	4.255364	-1.283967	3.913936		
SauMSSA476_575g-880_at	0.0214	0.00280227	4.254313	-1.28533	3.871588		
YpesChrORF_YPO0354_s_at	0.0214	0.00280378	4.253917	-1.285844	2.752211	efp	elongation factor P
YpesChrORF_YPO3707_s_at	0.0214	0.002804	4.253858	-1.28592	2.570985	YPO3707	hypothetical protein
SauEMRSA16ChORF8_s_at	0.0214	0.00280479	4.253649	-1.286191	4.673054		
BburgPlaORF_BBR22_at	0.0214	0.00280923	4.252483	-1.287703	2.429982		
SpM18_ChORF0279_s_at	0.0214	0.00281354	4.251353	-1.28917	2.541225		
SauCOLChORF01835_s_at	0.0214	0.00281367	4.251319	-1.289214	2.589036		
YpesChrORF_YPO3017_s_at	0.0214	0.00281484	4.251012	-1.289613	3.063664	YPO3017	rpiR family transcriptional regulator
SauMu50ChORFSAV0419_x_at	0.0214	0.00281701	4.250443	-1.290351	2.909283		
SauMu50ChORFSAV1285_s_at	0.0214	0.00281707	4.250428	-1.290371	3.000509		
CTrachChrORF_CT250_at	0.0214	0.00281708	4.250426	-1.290372	3.127209		
SpM1_ChORF0480_at	0.0214	0.00281741	4.25034	-1.290484	2.923654		
Cbur02477_at	0.0214	0.00281753	4.250308	-1.290526	3.207517	gshB	glutathione synthetase
Cbur02400_at	0.0214	0.00282075	4.249466	-1.291619	2.516823		
YpesChrORF_YPO4061_s_at	0.0214	0.00282284	4.248918	-1.29233	3.045912	sodA	superoxide dismutase
YpseORF_or1300_at	0.0214	0.00282806	4.247558	-1.294095	2.255977		
YpesChrORF_YPO2930_s_at	0.0214	0.00282904	4.247301	-1.294429	2.755877	pdxJ	pyridoxine 5'-phosphate synthase
SauMu50ChORFSAV0546_s_at	0.0214	0.00283064	4.246886	-1.294968	3.039465		
CTrachChrORF_CT317_at	0.0214	0.00283175	4.246595	-1.295346	3.801871		
YpesChrORF_YPO3254_s_at	0.0214	0.00283434	4.245923	-1.296218	2.328863	YPO3254	amino acid ABC transporter ATP-binding protein
YpesChrORF_YPO3274_s_at	0.0214	0.00283752	4.245094	-1.297294	4.259973	YPO3274	hypothetical protein
SpM1_ChORF1339_s_at	0.0214	0.00283827	4.244899	-1.297547	2.50596		
YpesChrORF_YPO2474_s_at	0.0214	0.00284067	4.244276	-1.298356	3.141555	YPO2474	hypothetical protein
YpesChrORF_YPO1997_s_at	0.0214	0.00284205	4.243919	-1.29882	2.910863	YPO1997	hypothetical protein
YpesChrORF_YPO2926_s_at	0.0214	0.0028424	4.243829	-1.298937	2.409359	YPO2926	DNA-binding transcriptional regulator
Cbur01987_at	0.0214	0.00284247	4.243811	-1.298961	3.721773	ftsQ	cell division protein
SauCOLChORF00439_s_at	0.0214	0.00284323	4.243615	-1.299215	3.372307		
YpesChrORF_YPO3985_s_at	0.0214	0.00284404	4.243404	-1.299489	3.170272	YPO3985	hypothetical protein
SauN315ChORF1802_s_at	0.0214	0.00284438	4.243315	-1.299605	2.82007		
SauCOLChORF02810_at	0.0214	0.00285044	4.241747	-1.301642	2.528025		
SpM1_ChORF0062_s_at	0.0214	0.00285066	4.241691	-1.301714	2.561736	rplX	50S ribosomal protein L24
BburgPlaORF_BBA04_at	0.0214	0.00285267	4.241171	-1.30239	3.203447		
Cbur00492_at	0.0214	0.00285479	4.240624	-1.303101	2.665218	mdh	malate dehydrogenase
BburgPlaORF_BBC07_at	0.0214	0.0028566	4.240157	-1.303707	2.619455		
Cbur01355_at	0.0214	0.00285895	4.239553	-1.304492	2.709706	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
SauMu50ChORFSAV2597_s_at	0.0214	0.00285919	4.239489	-1.304576	2.374939		
SpM12_ChORF299-47_s_at	0.0214	0.00285935	4.239448	-1.304628	3.32316		
CTrachChrORF_CT117_at	0.0214	0.00286003	4.239274	-1.304854	3.835675		
BburgPlaORF_BBS32_x_at	0.0214	0.00286056	4.239138	-1.305032	2.295347		
Cbur00202_at	0.0214	0.00286298	4.238513	-1.305843	3.082818	tpiA	triosephosphate isomerase
SpM1_ChORF1147_s_at	0.0214	0.00286468	4.238077	-1.306411	2.582594		
YpesChrORF_YPO3293_s_at	0.0214	0.00286527	4.237926	-1.306607	2.409169	trmD	tRNA (guanine-N(1)-)-methyltransferase
YpesPlaORF_YpMT1.45c_at	0.0214	0.00286648	4.237614	-1.307012	2.792642		
SpM49_ChORF7585-26_at	0.0214	0.0028666	4.237583	-1.307052	3.974621		
SauMu50ChORFSAV2563_s_at	0.0214	0.00286789	4.237252	-1.307483	2.468287		
SauMu50ChORFSAV0139_s_at	0.0214	0.00286995	4.236723	-1.30817	2.425075		
YpesChrORF_YPO2968_s_at	0.0214	0.00287009	4.236687	-1.308217	2.400549	YPO2968	hypothetical protein
SauMu50ChORFSAV0884_s_at	0.0214	0.00287095	4.236466	-1.308504	2.868424		
SauCOLChORF01471_at	0.0214	0.00287407	4.235666	-1.309544	3.145258		
YpesChrORF_YPO0669_s_at	0.0214	0.00287454	4.235547	-1.3097	2.363051	crgA	LysR family transcriptional regulator
YpesChrORF_YPO3712_s_at	0.0214	0.00287574	4.23524	-1.310098	2.258027	malK	maltose ABC transporter ATP-binding protein
Cbur00213_at	0.0214	0.00287731	4.234836	-1.310623	3.288636	nuoH	NADH dehydrogenase subunit H
YpesChrORF_YPO0799_s_at	0.0214	0.00287761	4.234761	-1.310722	2.523625	YPO0799	LysR family transcriptional regulator
Cbur01571_at	0.0214	0.00287806	4.234646	-1.310871	3.837528	trmD	tRNA (guanine-N(1)-)-methyltransferase
YpesChrORF_YPO3694_s_at	0.0214	0.00287871	4.23448	-1.311087	3.156615	YPO3694	cytochrome
CTrachChrORF_CT616_at	0.0214	0.00287897	4.234412	-1.311175	2.376093		
Cbur01304_at	0.0214	0.00288133	4.233809	-1.311959	2.306111		
YpesChrORF_YPO1401_s_at	0.0214	0.002882	4.233639	-1.31218	3.002808	YPO1401	hypothetical protein
Cbur01443_at	0.0214	0.00288233	4.233555	-1.312289	3.063619		
YpseORF_or4174_at	0.0214	0.0028854	4.232771	-1.313308	2.599954		
SauMu50ChORFSAV1752_s_at	0.0214	0.00288562	4.232716	-1.313381	2.869321		
SauMu50ChORFSAV0660_s_at	0.0214	0.00288629	4.232544	-1.313605	2.668454		
Cbur02263_at	0.0214	0.00288986	4.231633	-1.314789	2.752075		
YpesKIM_ChrORFy0014_s_at	0.0214	0.00289083	4.231386	-1.31511	4.250701	D744_p5012	putative transposase
SauMu50ChORFSAV0640_s_at	0.0214	0.00289588	4.230101	-1.316782	4.541263		
SauMu50ChORFSAV2246_s_at	0.0214	0.0028962	4.230021	-1.316886	2.619275		
Cbur01045_at	0.0214	0.00289956	4.229167	-1.317997	2.926669	galU	UTP-glucose-1-phosphate uridylyltransferase
SpM18_ChORF1413_x_at	0.0214	0.00290075	4.228866	-1.318389	2.455369		
CTrachChrORF_CT205_at	0.0215	0.00290603	4.227529	-1.320129	2.873999		
YpesChrORF_YPO3992_s_at	0.0215	0.0029098	4.226576	-1.32137	2.385328	dctA	C4-dicarboxylate transporter DctA
SauEMRSA16ChORF997_x_at	0.0215	0.00291085	4.226309	-1.321716	3.029688		
YpseORF_or3693_at	0.0215	0.00291576	4.22507	-1.32333	2.841684		
YpesChrORF_YPO2282_at	0.0215	0.00291934	4.224168	-1.324505	2.888413	YPO2282	hypothetical protein
YpesChrORF_YPO0634_s_at	0.0215	0.00292028	4.22393	-1.324814	2.593721	YPO0634	hypothetical protein
Cbur01938_at	0.0215	0.00292064	4.223839	-1.324932	3.160774		
Cbur00402_at	0.0215	0.00292172	4.223567	-1.325286	3.121232		
YpseORF_or4186_at	0.0215	0.00292179	4.223551	-1.325307	2.599856		
SpM1_ChORF0867_s_at	0.0215	0.0029253	4.222669	-1.326456	2.667889		
YpesChrORF_YPO0589_s_at	0.0215	0.00292609	4.222468	-1.326718	2.434854	fadH	2,4-dienoyl-CoA reductase
SauEMRSA16ChORF10_at	0.0215	0.00293817	4.219441	-1.330661	2.852009		
YpesChrORF_YPO1990_s_at	0.0215	0.00294214	4.218448	-1.331955	3.641703	YPO1990	hypothetical protein
CTrachChrORF_CT607_at	0.0215	0.00294643	4.217377	-1.333351	3.371897		
Cbur01409_at	0.0215	0.00294673	4.217302	-1.333448	2.454548		
SauEMRSA16ChORF980_at	0.0215	0.00294972	4.216558	-1.334417	4.800722		
YpesChrORF_YPO0223_s_at	0.0215	0.00295063	4.216332	-1.334712	2.380641	rpsH	30S ribosomal protein S8
AFFX-18SRNAMur/X00686_M_at	0.0215	0.00295096	4.216249	-1.334821	2.2857		
YpesChrORF_YPO2782_s_at	0.0215	0.0029533	4.215667	-1.335579	2.642931	ulaA	PTS system ascorbate-specific transporter subunit IIC
YpesChrORF_YPO3889_s_at	0.0215	0.00295488	4.215273	-1.336093	3.524844	ilvY	DNA-binding transcriptional regulator IlvY
YpesChrORF_YPO3809_s_at	0.0215	0.00295512	4.215214	-1.336169	3.584554	yhhK	acetyltransferase
SauCOLChORF02159_s_at	0.0215	0.00295578	4.215049	-1.336384	2.595509		
YpseORF_or2087_at	0.0215	0.00295735	4.214659	-1.336893	2.845688		
SauCOLChORF02969_s_at	0.0215	0.00295743	4.21464	-1.336918	2.744636		
SauMu50ChORFSAV2228_s_at	0.0215	0.00295862	4.214344	-1.337303	3.407713		
SauCOLChORF02815_x_at	0.0215	0.00295906	4.214236	-1.337444	2.533241		
SpM1_ChORF1399_s_at	0.0215	0.00296244	4.213396	-1.338539	2.576686	nagB	putative N-acetylglucosamine-6-phosphate isomerase
YpesChrORF_YPO4103_s_at	0.0215	0.00296322	4.213204	-1.33879	3.938371	trmE	tRNA modification GTPase TrmE
Cbur02425_at	0.0215	0.00296333	4.213175	-1.338828	3.159948	glyQ	glycyl-tRNA synthetase subunit alpha
YpesChrORF_YPO2641_s_at	0.0215	0.00296348	4.213139	-1.338875	3.950449		
YpesChrORF_YPO1115_s_at	0.0215	0.00296669	4.212344	-1.339911	2.525166	sucC	succinyl-CoA synthetase subunit beta
SauMu50ChORFSAV0124_s_at	0.0215	0.00296792	4.212039	-1.340309	2.912827		
YpesChrORF_YPO3515_at	0.0215	0.00297087	4.21131	-1.34126	2.317383		
Cbur00067_at	0.0215	0.00297304	4.210774	-1.341958	3.084232	lgt	prolipoprotein diacylglyceryl transferase
SpM1_ChORF1453_s_at	0.0215	0.00297375	4.210598	-1.342188	3.473661		
YpesChrORF_YPO1015_s_at	0.0215	0.00297494	4.210305	-1.34257	3.301953	YPO1015	hypothetical protein
SpM1_ChORF1398_s_at	0.0215	0.00297536	4.2102	-1.342707	2.447584		
YpesChrORF_YPO0163_s_at	0.0215	0.00297661	4.209891	-1.34311	3.032126	YPO0163	hypothetical protein
YpesChrORF_YPO0079_s_at	0.0215	0.00297736	4.209707	-1.34335	2.504579	sbp1	sulfate transporter subunit
SpM1_ChORF1337_s_at	0.0215	0.00298032	4.208977	-1.344303	2.484915	rsuA	16S rRNA pseudouridine(516) synthase
SauMu50ChORFSAV1501_s_at	0.0215	0.00298292	4.208337	-1.345138	3.996175		
YpesPlaORF_YpCD1.91_at	0.0215	0.00298328	4.208248	-1.345253	2.786918	tnpR///tnpR///tnpR///tnpR	transposon gamma-delta resolvase (transposon TN1000) homolog///resolvase///resolvase TnpR///putative resolvase
SauCOLChORF02963_s_at	0.0215	0.00298354	4.208184	-1.345337	2.62938		
Cbur00844_at	0.0215	0.00298526	4.207762	-1.345888	2.537318		
SauMu50ChORFSAV1696_s_at	0.0215	0.00298652	4.207451	-1.346294	3.774511		
Cbur00196_at	0.0215	0.00298722	4.207281	-1.346515	2.584834		
SauMu50ChORFSAV0260_s_at	0.0215	0.00298735	4.207249	-1.346557	2.388179		
SauN315ChORF2470_s_at	0.0215	0.00298878	4.206896	-1.347017	2.838428		
SpM3_ChORF0820_at	0.0215	0.00299015	4.20656	-1.347456	3.496826		
SpM1_ChORF0978_at	0.0215	0.00299048	4.206479	-1.347562	3.618075		
YpesChrORF_YPO1808_s_at	0.0215	0.00299126	4.206288	-1.347811	2.83707	flgK	flagellar hook-associated protein FlgK
YpesChrORF_YPO3770_s_at	0.0215	0.00299334	4.205777	-1.348477	2.778893	rfaH	transcriptional activator RfaH
SpM1_ChORF1240_s_at	0.0215	0.00299338	4.205767	-1.348491	3.793091	phoU	putative phosphate uptake regulatory protein
SauMu50ChORFSAV2132_s_at	0.0215	0.00299524	4.205312	-1.349085	2.474517		
SpM18_ChORF0376_s_at	0.0215	0.00299698	4.204885	-1.349642	2.471286		
SauMu50ChORFSAV2446_s_at	0.0215	0.00299729	4.20481	-1.34974	3.946404		
SpyM3_1448_x_at	0.0215	0.00299961	4.204242	-1.350482	3.131993		
YpesChrORF_YPO0796_s_at	0.0215	0.00299978	4.204201	-1.350535	2.804167	lysA	diaminopimelate decarboxylase
SpM1_ChORF0892_s_at	0.0215	0.00300064	4.203989	-1.350811	2.901349	punA	putative purine nucleoside phosphorylase
YpesChrORF_YPO2453_s_at	0.0215	0.00300077	4.203958	-1.350852	3.124392		
SauEMRSA16ChORF33_s_at	0.0215	0.00300231	4.203582	-1.351344	4.223589		
Sau8325ChORF942_at	0.0215	0.00300497	4.202933	-1.35219	3.815898		
SpM12_ChORF280-25_s_at	0.0215	0.00300615	4.202646	-1.352566	4.221278		
YpesChrORF_YPO1166_at	0.0215	0.00300633	4.2026	-1.352625	2.35046	betB	betaine aldehyde dehydrogenase
YpesChrORF_YPO1391_s_at	0.0215	0.00300659	4.202537	-1.352708	3.557238	cmk	cytidylate kinase
BburgPlaORF_BBM28_x_at	0.0215	0.00300673	4.202503	-1.352751	2.414931		
Cbur00752_at	0.0215	0.0030095	4.201827	-1.353634	3.051469		
YpesChrORF_YPO1568_at	0.0215	0.00301012	4.201675	-1.353832	2.277223	YPO1568	hypothetical protein
SauMu50ChORFSAV2564_s_at	0.0215	0.00301107	4.201444	-1.354135	2.302683		
SpM1_ChORF2009_at	0.0215	0.00301558	4.200347	-1.355567	3.091781		
SpM18_ChORF1244_at	0.0215	0.0030166	4.200099	-1.355891	2.373709		
SpM12_ChORF274-19_s_at	0.0215	0.00301683	4.200044	-1.355963	2.493574		
YpseORF_or2084_at	0.0215	0.003017	4.200001	-1.356018	2.799397		
YpesChrORF_YPO2088_s_at	0.0215	0.00301758	4.199862	-1.356201	2.338222	YPO2088	methyltransferase
SauCOLChORF02414_s_at	0.0215	0.00301784	4.199798	-1.356284	3.063725		
YpseORF_or4191_at	0.0215	0.00302152	4.198903	-1.357454	2.780156		
YpesKIM_ChrORFy1476_s_at	0.0215	0.00302289	4.19857	-1.357888	2.49434		
YpseORF_or2082_at	0.0215	0.00302308	4.198526	-1.357946	2.33612		
SpM5_ChORFJ7578C-81_s_at	0.0215	0.00302323	4.19849	-1.357993	2.430959		
SauMu50ChORFSAV0072_at	0.0215	0.00302576	4.197876	-1.358795	2.339274		
SpM1_ChORF2170_at	0.0215	0.00302583	4.197859	-1.358817	2.427977		
Cbur00176_at	0.0215	0.00302672	4.197644	-1.359098	2.834971	mreD	rod shape-determining protein
YpesChrORF_YPO2805_s_at	0.0215	0.00302757	4.197438	-1.359367	2.844962	YPO2805	aldo/keto reductase
CTrachChrORF_CT534_at	0.0215	0.00302762	4.197424	-1.359385	3.854226		
SauMu50ChORFSAV1865_s_at	0.0215	0.00302861	4.197185	-1.359698	3.380192		
YpesChrORF_YPO2296_s_at	0.0215	0.00302912	4.197061	-1.359859	2.35225	YPO2296	pseudo
YpesChrORF_YPO2139_s_at	0.0215	0.00302954	4.19696	-1.359991	2.409909	YPO2139	hypothetical protein
Cbur00488_at	0.0215	0.00303383	4.195923	-1.361347	3.676284		
YpesChrORF_YPO3441_s_at	0.0215	0.00303545	4.19553	-1.36186	2.61429	pepA	leucyl aminopeptidase
YpesChrORF_YPO0955_s_at	0.0215	0.00303648	4.195282	-1.362184	2.852171	YPO0955	hypothetical protein
SauMu50ChORFSAV1682_s_at	0.0215	0.00303685	4.195194	-1.362299	2.594		
YpesChrORF_YPO0714_s_at	0.0215	0.00304084	4.19423	-1.363558	3.055531	fliF	flagellar MS-ring protein
SauMu50ChORFSAV0540_s_at	0.0215	0.0030425	4.193831	-1.36408	2.754173		
SauMu50ChORFSAV0820_s_at	0.0215	0.0030437	4.193541	-1.36446	3.383245		
SpM3_ChORF0100_at	0.0215	0.00304438	4.193378	-1.364672	3.22039		
YpesChrORF_YPO1102_s_at	0.0215	0.00304682	4.192791	-1.36544	2.533922	YPO1102	hypothetical protein
YpesChrORF_YPO2680_s_at	0.0215	0.0030482	4.19246	-1.365873	2.332431	celC	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIA
Cbur01955_at	0.0215	0.0030498	4.192075	-1.366376	2.467348		
SauMu50ChORFSAV0612_s_at	0.0215	0.00305011	4.192	-1.366473	2.770491		
SauCOLChORF00809_s_at	0.0215	0.00305206	4.191532	-1.367085	2.262927		
SauMu50ChORFSAV0938_s_at	0.0215	0.00305285	4.191342	-1.367335	2.528217		
CTrachChrORF_CT494_at	0.0215	0.00305369	4.191139	-1.367599	2.933545		
YpesChrORF_YPO2214_s_at	0.0215	0.00305406	4.191053	-1.367713	2.37458	btuR	cob(I)yrinic acid a,c-diamide adenosyltransferase
Cbur01514_at	0.0215	0.0030555	4.190706	-1.368165	2.643585		
BburgPlaORF_BBA69_at	0.0215	0.00305598	4.190592	-1.368315	2.389216		
SauMSSA476_575g-906_s_at	0.0215	0.00305694	4.190361	-1.368616	3.45998		
CTrachChrORF_CT571_at	0.0215	0.00305754	4.190218	-1.368804	2.619702		
YpesChrORF_YPO2433_s_at	0.0215	0.00306551	4.18831	-1.371299	2.483908	thrS	threonyl-tRNA synthetase
SauMu50ChORFSAV1132_s_at	0.0215	0.00306674	4.188017	-1.371682	3.484879		
YpesChrORF_YPO0508_s_at	0.0215	0.00306753	4.187827	-1.371931	2.613557	YPO0508	pseudo
SauEMRSA16ChORF2065_s_at	0.0215	0.00307118	4.186957	-1.373068	2.367195		
Cbur01787_at	0.0215	0.00307133	4.186921	-1.373115	2.611542		
Cbur01333_at	0.0215	0.00307146	4.18689	-1.373156	2.641618	mip	peptidyl-prolyl cis-trans isomerase Mip
SpM1_ChORF1486_s_at	0.0215	0.00307183	4.186802	-1.373272	3.599197		
SpM1_ChORF0268_s_at	0.0215	0.00307264	4.186607	-1.373526	4.074785	purR	putative purine operon repressor
YpseORF_or1099_at	0.0216	0.0030759	4.185831	-1.374542	2.301896		
Cbur02217_s_at	0.0216	0.00307686	4.185603	-1.37484	2.938603		
YpesChrORF_YPO1950_s_at	0.0216	0.00307918	4.185052	-1.375562	3.151394	YPO1950	endopeptidase
YpesChrORF_YPO1617_s_at	0.0216	0.00308074	4.184681	-1.376047	2.309754	ndh	NADH dehydrogenase
SauMu50ChORFSAV0751_s_at	0.0216	0.00308118	4.184575	-1.376185	2.731349		
SpM1_ChORF2173_s_at	0.0216	0.00308343	4.184042	-1.376883	3.428865		
SauMu50ChORFSAV1327_s_at	0.0216	0.00308528	4.183602	-1.377459	3.401798		
SauEMRSA16ChORF280_at	0.0216	0.00308671	4.183263	-1.377902	2.612163		
SauMu50ChORFSAV1651_s_at	0.0216	0.00308837	4.18287	-1.378418	4.170111		
CTrachChrORF_CT198_at	0.0216	0.00308998	4.182488	-1.378917	3.737525		
SauMu50ChORFSAV0285_s_at	0.0216	0.00309165	4.182092	-1.379435	3.788873		
YpseORF_or4066_at	0.0216	0.00309375	4.181596	-1.380084	3.901134		
Cbur02469_at	0.0216	0.00310116	4.179843	-1.382379	2.341435		
SauMu50ChORFSAV1453_s_at	0.0216	0.00310248	4.179532	-1.382786	2.629374		
Cbur01545_at	0.0216	0.00310289	4.179437	-1.382912	2.460821		
SauMu50ChORFSAV0555_s_at	0.0216	0.00310389	4.179199	-1.383223	2.289012		
SpM18_ChORF1294_at	0.0216	0.00310733	4.17839	-1.384282	2.301022		
SpM12_ChORF248-9_s_at	0.0216	0.00310933	4.177919	-1.384899	2.649947		
SpM1_ChORF0227_s_at	0.0216	0.00311135	4.177444	-1.385521	2.395312		
Cbur01996_at	0.0216	0.0031121	4.177267	-1.385754	3.989332		
YpesChrORF_YPO2775_s_at	0.0216	0.00311258	4.177155	-1.3859	3.195199	hisQ	histidine transport system permease HisQ
CTrachChrORF_CT397_at	0.0216	0.00311282	4.177099	-1.385973	3.916256		
YpesChrORF_YPO1476_s_at	0.0216	0.00311376	4.176876	-1.386265	3.221616	YPO1476	hypothetical protein
CTrachChrORF_CT366_at	0.0216	0.00311474	4.176647	-1.386566	4.361483		
YpesChrORF_YPO0678_s_at	0.0216	0.00311509	4.176566	-1.386672	3.13053	YPO0678	iron-containing alcohol dehydrogenase
YpesChrORF_YPO3708_s_at	0.0216	0.00311662	4.176207	-1.387142	2.884952	YPO3708	hypothetical protein
YpesChrORF_YPO2289_s_at	0.0216	0.00311779	4.17593	-1.387504	3.283636	YPO2289	virulence factor
SauMu50ChORFSAV0551_s_at	0.0216	0.00311941	4.175551	-1.388	2.712238		
SauCOLChORF00400_at	0.0216	0.0031199	4.175437	-1.38815	2.981498		
YpesChrORF_YPO1926_s_at	0.0216	0.00312099	4.175182	-1.388485	2.403727	YPO1926	4-hydroxybutyrate CoA-transferase
SauMu50ChORFSAV1909_s_at	0.0216	0.00312141	4.175082	-1.388616	3.146141		
YpseORF_or1326_at	0.0216	0.00312169	4.175016	-1.388702	2.617519		
YpesChrORF_YPO3160_s_at	0.0216	0.00312302	4.174704	-1.389111	2.974366	bolA	transcriptional regulator BolA
Cbur01824_at	0.0216	0.00312318	4.174668	-1.389158	2.60293	rplX	50S ribosomal protein L24
SpM1_ChORF0489_s_at	0.0216	0.00312567	4.174085	-1.389922	2.569555		
SauCOLChORF02186_s_at	0.0216	0.003129	4.173307	-1.390941	2.350655		
SpM1_ChORF0133_at	0.0216	0.00312953	4.173182	-1.391105	2.422298		
SauMu50ChORFSAV1396_s_at	0.0216	0.00312975	4.173132	-1.391171	2.715116		
SauMu50ChORFSAV0609_s_at	0.0216	0.00313811	4.171179	-1.39373	2.455879		
CTrachChrORF_CT750_at	0.0216	0.00313865	4.171055	-1.393893	3.55409		
YpesChrORF_YPO2483_s_at	0.0216	0.00314163	4.17036	-1.394804	3.561997	YPO2483	hypothetical protein
YpesChrORF_YPO0035_s_at	0.0216	0.00314314	4.170009	-1.395264	2.409598	gltC	sodium/glutamate symport carrier protein
Cbur01120_at	0.0216	0.00314365	4.169891	-1.395419	4.502454		
SauCOLChORF02126_at	0.0216	0.00314445	4.169703	-1.395665	3.011825		
YpesChrORF_YPO3460_s_at	0.0216	0.00314709	4.169091	-1.396468	2.672443	phnJ	PhnJ protein
YpesPlaORF_YpMT1.36c_s_at	0.0216	0.00314827	4.168817	-1.396827	3.733618		
YpseORF_or1565_at	0.0216	0.00315105	4.168172	-1.397673	3.015811		
SauMu50ChORFSAV1249_s_at	0.0216	0.00315159	4.168046	-1.397838	3.654444		
YpesChrORF_YPO1250a_s_at	0.0216	0.00315171	4.168018	-1.397875	2.943205	YPO1250a	bacteriophage protein
SauMu50_VRSApORF026_at	0.0216	0.00315282	4.167761	-1.398212	3.563822		
SauCOLChORF02288_x_at	0.0216	0.00315771	4.166629	-1.399696	4.219759		
CTrachChrORF_CT104_at	0.0216	0.00315823	4.166508	-1.399855	2.454269		
CTrachChrORF_CT723_at	0.0216	0.00315837	4.166475	-1.399898	3.956841		
YpseORF_or2049_s_at	0.0216	0.0031585	4.166445	-1.399938	2.526065		
YpesChrORF_YPO1149_s_at	0.0216	0.00316176	4.165693	-1.400924	2.243345	YPO1149	6-phosphogluconolactonase
YpesChrORF_YPO2740_s_at	0.0216	0.00316232	4.165563	-1.401095	2.413248	ccmG	thiol:disulfide interchange protein DsbE
SpM1_ChORF0463_s_at	0.0216	0.00316356	4.165275	-1.401472	2.511363	rrf	putative ribosome recycling factor
YpesKIM_ChrORFy0996_s_at	0.0216	0.00316364	4.165258	-1.401495	2.33937		
SauMu50ChORFSAV0911_s_at	0.0216	0.00316662	4.16457	-1.402397	4.29273		
Cbur01499_at	0.0216	0.00316899	4.164023	-1.403114	2.351219		
Cbur01902_at	0.0216	0.00317028	4.163725	-1.403505	4.288783		
SauCOLChORF00423_s_at	0.0216	0.0031709	4.163582	-1.403693	2.442405		
SpM1_ChORF0815_s_at	0.0216	0.00317434	4.162792	-1.40473	3.305565		
YpesChrORF_YPO0734_s_at	0.0216	0.00317458	4.162735	-1.404805	2.468063	YPO0734	hypothetical protein
SpM1_ChORF0937_s_at	0.0216	0.00317715	4.162144	-1.40558	2.602765	int3	putative integrase - phage associated
SauCOLChORF00401_at	0.0217	0.00317894	4.161732	-1.40612	2.464126		
SpM1_ChORF0093_s_at	0.0217	0.0031812	4.161214	-1.4068	3.350864		
