ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
SpM18_ChORF1780_at	0.0217	0.00318213	4.161	-1.407081	2.314832		
YpesChrORF_YPO1400_s_at	0.0217	0.00318497	4.16035	-1.407934	3.534463	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase
YpesChrORF_YPO0969_s_at	0.0217	0.00318591	4.160133	-1.408219	2.789593	YPO0969	hypothetical protein
Cbur01342_at	0.0217	0.00318713	4.159855	-1.408585	3.296154		
SauEMRSA16ChORF2725_at	0.0217	0.00318972	4.159261	-1.409365	5.016882		
Cbur01777_at	0.0217	0.00319327	4.158449	-1.410431	2.300551		
SauCOLChORF02998_s_at	0.0217	0.00319422	4.158232	-1.410715	3.334348		
YpesChrORF_YPO2489_s_at	0.0217	0.00319794	4.157382	-1.411831	3.797326	YPO2489	hypothetical protein
YpesChrORF_YPO2755_s_at	0.0217	0.00320167	4.15653	-1.41295	2.261398	YPO2755	hypothetical protein
SpM49_ChORF7585-21_at	0.0217	0.00320298	4.156231	-1.413342	3.384676		
SauMu50ChORFSAV0842_s_at	0.0217	0.00320298	4.156231	-1.413343	2.540663		
YpesChrORF_YPO4096_s_at	0.0217	0.00320425	4.155943	-1.413721	2.341043	dnaN	DNA polymerase III subunit beta
SpM1_ChORF1040_s_at	0.0217	0.00320518	4.15573	-1.414	2.294644	hemN	putative coproporphyrinogen III oxidase
SauMu50ChORFSAV0432_s_at	0.0217	0.00320552	4.155654	-1.4141	2.59828		
SauCOLChORF02867_s_at	0.0217	0.00320726	4.155257	-1.414621	3.176613		
SpM1_ChORF0669_at	0.0217	0.00321307	4.153936	-1.416356	2.283434		
YpesChrORF_YPO1072_s_at	0.0217	0.00321422	4.153676	-1.416698	2.545046	YPO1072	DL-methionine transporter permease
SauCOLChORF00614_x_at	0.0217	0.00321623	4.153219	-1.417298	2.293153		
YpesChrORF_YPO0381_s_at	0.0217	0.00321623	4.153219	-1.417299	3.58043	YPO0381	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
SpM12_ChORF301-33_at	0.0217	0.00321781	4.152861	-1.417769	3.645982		
SauMu50ChORFSAV0960_s_at	0.0217	0.00321968	4.152437	-1.418326	2.987371		
SauMu50ChORFSAV0675_s_at	0.0217	0.00322116	4.152101	-1.418767	2.960169		
Cbur01029_at	0.0217	0.00322745	4.150679	-1.420637	2.609767	nadE	glutamine-dependent NAD(+) synthetase
YpseORF_or4091_at	0.0217	0.00322797	4.150559	-1.420793	2.616167		
SpM1_ChORF1871_s_at	0.0217	0.00322906	4.150313	-1.421117	4.131741	rpsN2	30S ribosomal protein S14
CTrachChrORF_CT873_at	0.0217	0.00323114	4.149845	-1.421732	3.874647		
YpesChrORF_YPO3371_s_at	0.0217	0.00323208	4.149632	-1.422012	2.447668	cysI	sulfite reductase subunit beta
SauMu50ChORFSAV0533_s_at	0.0217	0.00323396	4.149209	-1.422569	3.271268		
YpesPlaORF_YpMT1.11c_s_at	0.0217	0.0032361	4.148725	-1.423205	2.302949		
SauMu50ChORFSAV0202_s_at	0.0217	0.00323614	4.148716	-1.423216	3.177682		
YpesChrORF_YPO0232_s_at	0.0217	0.00323876	4.148126	-1.423993	2.686489	rpsK	30S ribosomal protein S11
CTrachChrORF_CT229_at	0.0217	0.0032389	4.148095	-1.424032	3.211634		
YpesChrORF_YPO0165_s_at	0.0217	0.00323991	4.147866	-1.424333	2.436124	YPO0165	LacI family transcriptional regulator
Cbur00076_s_at	0.0217	0.00324038	4.147762	-1.42447	3.379566		
SauMu50ChORFSAV1007_s_at	0.0217	0.00324291	4.147192	-1.42522	2.419212		
SauMu50ChORFSAV1022_s_at	0.0217	0.00324354	4.147051	-1.425405	3.471314		
SauCOLChORF02191_s_at	0.0217	0.00324435	4.146867	-1.425647	2.752642		
YpesChrORF_YPO1531_s_at	0.0217	0.00324463	4.146806	-1.425728	2.295711	alcB	siderophore biosynthetic enzyme
YpseORF_or2955_at	0.0217	0.00324475	4.146778	-1.425764	2.698546		
SauCOLChORF02318_s_at	0.0217	0.00324957	4.145695	-1.427188	3.471564		
SpM1_ChORF1745_s_at	0.0217	0.00324966	4.145677	-1.427212	3.934046		
SauMu50ChORFSAV0515_s_at	0.0217	0.00325309	4.144906	-1.428225	2.21616		
Cbur00744_at	0.0217	0.0032539	4.144726	-1.428463	3.337388		
Cbur01584_at	0.0217	0.00325641	4.144162	-1.429204	2.588487		
SauCOLChORF02533_s_at	0.0217	0.00325787	4.143835	-1.429634	2.268478		
Sau8325ChORF1083_at	0.0217	0.0032585	4.143695	-1.429819	3.436914		
SpM1_ChORF2165_s_at	0.0217	0.0032586	4.143672	-1.429849	3.141597		
YpesChrORF_YPO0718_s_at	0.0218	0.00326229	4.142848	-1.430933	2.415272	YPO0718	hypothetical protein
YpesChrORF_YPO0498_s_at	0.0218	0.00326531	4.142173	-1.431821	2.560611	YPO0498	hypothetical protein
YpesChrORF_YPO0942_s_at	0.0218	0.00326678	4.141846	-1.432251	2.481861	proC	pyrroline-5-carboxylate reductase
SpM12_ChORF205-3_s_at	0.0218	0.00326693	4.141812	-1.432296	2.669719		
YpeKIM_pCD1_Y0067_at	0.0218	0.00326917	4.141313	-1.432952	3.25403	ylpA	pseudo
YpseORF_or2642_at	0.0218	0.0032726	4.140549	-1.433957	2.62922		
SauMu50_VRSApORF031_at	0.0218	0.00327268	4.140531	-1.43398	3.706964		
YpesChrORF_YPO0260a_s_at	0.0218	0.00327331	4.140389	-1.434168	2.99896	YPO0260a	type III secretion apparatus
YpesChrORF_YPO0762_s_at	0.0218	0.00327863	4.139206	-1.435724	2.27394	YPO0762	hypothetical protein
YpesChrORF_YPO3607_s_at	0.0218	0.00327887	4.139154	-1.435793	2.357271	YPO3607	hypothetical protein
YpesChrORF_YPO0518_s_at	0.0218	0.00327982	4.138942	-1.436072	3.896785	dinA	DNA polymerase II
YpesChrORF_YPO3815_at	0.0218	0.00328324	4.138183	-1.437072	2.692484	YPO3815	hypothetical protein
YpesChrORF_YPO2894_s_at	0.0218	0.00328562	4.137655	-1.437766	2.703057	iscA	iron-sulfur cluster assembly protein
SauMu50ChORFSAV1967_s_at	0.0218	0.00328964	4.136765	-1.438938	2.547364		
SpM12_ChORF292-25_s_at	0.0218	0.00329286	4.136052	-1.439876	4.270493		
YpesChrORF_YPO3861_s_at	0.0218	0.00329789	4.13494	-1.44134	2.352148	rffH	glucose-1-phosphate thymidylyltransferase
SpM1_ChORF0755_s_at	0.0218	0.00329963	4.134555	-1.441847	2.266259		
YpesChrORF_YPO0029_s_at	0.0218	0.00330293	4.133828	-1.442804	2.368251	YPO0029	D-tyrosyl-tRNA(Tyr) deacylase
SauMu50ChORFSAV1126_s_at	0.0218	0.00330345	4.133713	-1.442957	2.988373		
BburgChrORF_BB0792_at	0.0218	0.00330395	-4.133604	-1.4431	-2.481871		
YpesChrORF_YPO0666_s_at	0.0218	0.00330396	4.1336	-1.443105	3.210733	icc	cyclic 3',5'-adenosine monophosphate phosphodiesterase
YpesChrORF_YPO2410_s_at	0.0218	0.00330464	4.133451	-1.443301	3.051962	YPO2410	hypothetical protein
YpesChrORF_YPO0889_at	0.0218	0.0033047	4.133437	-1.443319	3.087157	prfB	peptide chain release factor 2
YpesChrORF_YPO2627_s_at	0.0218	0.00330517	4.133333	-1.443457	2.999882	nagB	glucosamine-6-phosphate deaminase
SpM1_ChORF1717_at	0.0218	0.00330719	4.132889	-1.444041	3.156804	copY	putative negative transcriptional regulator - cpooer transport operon
YpesChrORF_YPO2439_s_at	0.0218	0.00330862	4.132573	-1.444457	2.46077	yfeA	substrate-binding protein
YpesChrORF_YPO3832_s_at	0.0218	0.0033096	4.132358	-1.444741	4.392759	rhtC	threonine efflux system
YpseORF_or1290_at	0.0218	0.00331004	4.132263	-1.444866	3.207122		
SpM1_ChORF0615_s_at	0.0218	0.00331106	4.132037	-1.445163	3.8484	murN	putative peptidoglycan branched peptide synthesis protein, alanine adding enzyme
YpesChrORF_YPO3403_s_at	0.0218	0.00331332	4.131541	-1.445817	2.498395	panD	aspartate alpha-decarboxylase
SpM18_ChORF2209_at	0.0218	0.00331432	4.13132	-1.446108	3.188639		
SpM1_ChORF0191_at	0.0218	0.0033169	4.130756	-1.446852	2.965364		
Cbur02767_at	0.0218	0.00332091	4.129876	-1.448011	3.210298	rpoS	RNA polymerase sigma factor
SauMu50ChORFSAV1139_s_at	0.0218	0.00332096	4.129863	-1.448027	2.594933		
BburgPlaORF_BBA68_at	0.0219	0.00332635	4.128684	-1.449582	2.708596		
Cbur01989_at	0.0219	0.00332692	4.128559	-1.449745	4.034329	murC	UDP-N-acetylmuramate--L-alanine ligase
AFFX-PyruCarbMur/L09192_MB_at	0.0219	0.00333113	4.127639	-1.450959	2.526003		
YpesChrORF_YPO3424_s_at	0.0219	0.00333847	4.126036	-1.453071	3.066946	nadC	quinolinate phosphoribosyltransferase
Cbur02708_at	0.0219	0.00334063	4.125566	-1.453691	2.435209		
SauMu50ChORFSAV2085_s_at	0.0219	0.00334249	4.125162	-1.454223	3.727516		
YpesChrORF_YPO2700_s_at	0.0219	0.00334517	4.124578	-1.454994	3.343074	YPO2700	LamB/YcsF family protein
SauMu50ChORFSAV0232_s_at	0.0219	0.00334645	4.124299	-1.455361	2.837497		
SauCOLChORF02296_at	0.0219	0.00334702	4.124176	-1.455523	2.269653		
YpesChrORF_YPO1543_s_at	0.0219	0.00334809	4.123944	-1.455829	2.474157	hisF	imidazole glycerol phosphate synthase subunit HisF
Cbur01323_at	0.0219	0.0033534	4.12279	-1.457351	2.899306		
SauEMRSA16ChORF1178_s_at	0.0219	0.00335454	4.122543	-1.457677	3.839927		
YpesChrORF_YPO3116_s_at	0.0219	0.00335554	4.122326	-1.457963	2.223259	ddhD	CDP-6-deoxy-delta-3,4-glucoseen reductase
CTrachChrORF_CT403_at	0.0219	0.00335624	4.122175	-1.458162	2.608188		
SauMSSA476_306h-5_at	0.0219	0.0033585	4.121686	-1.458807	2.961232		
Cbur01748_at	0.0219	0.00335956	4.121456	-1.45911	2.901747		
SpM1_ChORF0395_s_at	0.0219	0.00336017	4.121323	-1.459285	2.392069		
SpM12_ChORF298-11_at	0.0219	0.00336085	4.121176	-1.459479	2.37552		
YpesChrORF_YPO2055_s_at	0.0219	0.00336195	4.120938	-1.459794	2.353188	YPO2055	hypothetical protein
YpseORF_or4132_at	0.0219	0.00336395	4.120506	-1.460364	3.035961		
SpM1_ChORF1096_s_at	0.0219	0.00336667	4.119919	-1.461137	2.874227	folC.1	putative folyl-polyglutamate synthetase
YpesChrORF_YPO2946_s_at	0.0219	0.00336672	4.119907	-1.461153	3.107914	clpB5	Clp ATPase
Cbur02583_at	0.0219	0.00336904	4.119407	-1.461814	2.426905		
SauMu50ChORFSAV1278_s_at	0.0219	0.00337199	4.118771	-1.462653	2.238912		
SauCOLChORF02137_at	0.0219	0.00337308	4.118534	-1.462965	3.305202		
Cbur02666_at	0.0219	0.00337366	4.118411	-1.463127	3.012633		
YpseORF_or1554_at	0.0219	0.00337399	4.11834	-1.463221	2.562464		
SauMu50ChORFSAV0907_at	0.0219	0.00337417	4.118301	-1.463272	3.457722		
SauMu50ChORFSAV1011_s_at	0.0219	0.00337689	4.117714	-1.464047	2.452594		
YpesChrORF_YPO2155_s_at	0.0219	0.0033791	4.117239	-1.464674	2.518756	YPO2155	hypothetical protein
YpesChrORF_YPO1852_s_at	0.0219	0.00338029	4.116984	-1.465011	2.412433		
YpesChrORF_YPO0988_at	0.022	0.0033853	4.115908	-1.466431	2.387207	YPO0988	hypothetical protein
SauCOLChORF02870_x_at	0.022	0.00339037	4.114819	-1.467868	2.44628		
BburgChrORF_BB0812_at	0.022	0.00339076	-4.114735	-1.467978	-2.358333		
YpesChrORF_YPO3597_s_at	0.022	0.00339203	4.114463	-1.468337	2.515851	YPO3597	hypothetical protein
CTrachChrORF_CT410_at	0.022	0.00339336	4.114178	-1.468714	3.471994		
SpM1_ChORF0995_s_at	0.022	0.00339477	4.113877	-1.469112	3.589188		
SauMSSA476_575g-259_at	0.022	0.00339577	4.113662	-1.469395	3.303149		
SauMu50ChORFSAV0473_s_at	0.022	0.00339626	4.113558	-1.469533	2.661775		
SpM1_ChORF0497_s_at	0.022	0.00339781	4.113226	-1.469971	2.838592	fpg	putative formamidopyrimidine-DNA glycosylase
Cbur01177_at	0.022	0.00339925	4.112917	-1.470379	3.076277		
SauMu50ChORFSAV1884_s_at	0.022	0.00340114	4.112515	-1.47091	2.66695		
SpM3_ChORF0589_s_at	0.022	0.00340236	4.112253	-1.471256	2.581332		
SauEMRSA16ChORF1673_s_at	0.022	0.00340282	4.112155	-1.471385	3.053441		
YpesPlaORFYpMT1.46Bc_s_at	0.022	0.00340706	4.111251	-1.472578	2.981315		
SauMu50ChORFSAV2089_s_at	0.022	0.00340707	4.111248	-1.472583	2.827513		
YpesChrORF_YPO3922_s_at	0.022	0.00340803	4.111045	-1.472852	2.360035	YPO3922	hemophore HasA
CTrachChrORF_CT665_at	0.022	0.00340906	4.110825	-1.473142	2.540846		
Sau8325ChORF929_s_at	0.022	0.00341091	4.110431	-1.473662	2.314664		
SauCOLChORF00919_x_at	0.022	0.00341305	4.109974	-1.474265	4.325524		
Cbur01642_at	0.022	0.00341631	4.109282	-1.47518	2.817803	rpmA	50S ribosomal protein L27
YpesKIM_ChrORFy1666_at	0.022	0.00341951	4.108602	-1.476079	2.496092		
SauTSS336-9A_at	0.022	0.00342141	4.108198	-1.476611	3.71759		
Cbur01801_at	0.022	0.00342205	4.108063	-1.47679	2.587708		
Cbur01195_at	0.022	0.00342391	4.107667	-1.477314	2.840805	tig	trigger factor
SauEMRSA16ChORF2879_s_at	0.022	0.00342809	4.106781	-1.478484	2.526351		
Cbur01548_at	0.022	0.00342829	4.10674	-1.478538	3.268063		
YpesChrORF_YPO0673_s_at	0.022	0.00343087	4.106192	-1.479262	2.337142	sufI	repressor protein for FtsI
YpesPlaORF_YpMT1.34A_at	0.022	0.00343175	4.106007	-1.479507	4.069384		
Cbur01113_at	0.022	0.00343374	4.105587	-1.480062	2.560083		
SpM1_ChORF1900_s_at	0.022	0.0034348	4.105362	-1.480359	2.816648	thiD	putative phosphomethylpyrimidine kinase
YpesChrORF_YPO0452_s_at	0.022	0.00343762	4.104765	-1.481148	2.457354	slt	lytic murein transglycosylase
YpesChrORF_YPO3622_s_at	0.022	0.00343777	4.104734	-1.481189	2.466382	YPO3622	2-deoxyribose-5-phosphate aldolase
YpesChrORF_YPO2138_s_at	0.022	0.0034381	4.104665	-1.48128	3.110322	YPO2138	aminotransferase
SauMu50ChORFSAV1152_s_at	0.022	0.00343863	4.104552	-1.481429	2.660976		
YpesChrORF_YPO3042_s_at	0.022	0.0034387	4.104538	-1.481448	3.068317	YPO3042	hypothetical protein
SpM1_ChORF1274_s_at	0.022	0.00343972	4.104323	-1.481732	3.601144		
Cbur00582_at	0.022	0.00344026	4.104209	-1.481883	2.726702		
YpesChrORF_YPO1110_s_at	0.022	0.00344123	4.104005	-1.482153	3.165423	sdhD	succinate dehydrogenase cytochrome b556 small membrane subunit
YpesKIM_ChrORFy1414_at	0.022	0.00344125	4.104001	-1.482158	2.879167		
YpseORF_or4189_at	0.022	0.00344521	4.103165	-1.483263	3.367706		
CburA00042_at	0.022	0.00344556	4.10309	-1.483361	2.435133		
Cbur00454_at	0.022	0.00344571	4.103059	-1.483403	2.344473		
SauMu50ChORFSAV0453_s_at	0.022	0.00344879	4.102411	-1.48426	2.984669		
Cbur01940_at	0.022	0.00345212	4.101712	-1.485184	3.350146		
YpesChrORF_YPO3590_s_at	0.022	0.0034524	4.101652	-1.485263	2.914013	YPO3590	hypothetical protein
SauMu50ChORFSAV1006_s_at	0.022	0.00345329	4.101466	-1.485509	3.628736		
SpM1_ChORF1844_s_at	0.022	0.00345383	4.101352	-1.48566	2.671722		
SauMu50ChORFSAV2504_s_at	0.022	0.00345449	4.101214	-1.485843	2.742469		
Cbur02304_x_at	0.022	0.00345565	4.100968	-1.486167	2.3879		
SauMu50ChORFSAV1563_s_at	0.022	0.00345642	4.100808	-1.48638	3.643449		
YpesChrORF_YPO2585_s_at	0.022	0.00345839	4.100394	-1.486927	2.869971	YPO2585	carbohydrate kinase
YpesChrORF_YPO2180_s_at	0.022	0.00345875	4.100319	-1.487025	2.810823	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase
SauEMRSA16ChORF2642_s_at	0.022	0.00346035	4.099983	-1.487471	4.210452		
Cbur02679_at	0.022	0.00346161	4.099718	-1.487821	2.66207		
SpM3_ChORF0693_x_at	0.022	0.00346286	4.099457	-1.488166	2.556166		
SauMu50ChORFSAV0075_s_at	0.022	0.00346303	4.099421	-1.488214	3.796049		
SpM1_ChORF0832_s_at	0.022	0.00346651	4.098693	-1.489176	2.692453	pyrB	putative aspartate transcarbamoylase
Cbur00199_at	0.022	0.00346709	4.09857	-1.489339	2.871105		
SauEMRSA16ChORF915_at	0.022	0.00347175	4.097596	-1.490628	2.66206		
SpM49_ChORF1119-2_at	0.022	0.00347194	4.097556	-1.49068	2.317281		
SauMu50ChORFSAV0705_s_at	0.022	0.0034723	4.097482	-1.490778	3.171029		
Cbur01553_at	0.022	0.00347293	4.09735	-1.490953	2.411028		
SauMu50ChORFSAV0444_s_at	0.022	0.00347396	4.097136	-1.491236	3.190198		
SauMu50ChORFSAV1049_s_at	0.022	0.00347448	4.097027	-1.49138	2.468766		
YpesChrORF_YPO2774_s_at	0.022	0.00347461	4.096999	-1.491417	2.370444	hisJ	histidine-binding periplasmic protein
Cbur00709_at	0.022	0.00347603	4.096702	-1.49181	2.801999		
YpesChrORF_YPO2803_s_at	0.022	0.00347741	4.096415	-1.49219	2.729662	bglB	beta-glucosidase
SpM49_ChORF7585-34_s_at	0.022	0.00348304	4.095242	-1.493742	2.403813		
SauMu50ChORFSAV2613_s_at	0.022	0.00348312	4.095225	-1.493764	2.342114		
YpesChrORF_YPO0368_s_at	0.022	0.00348408	4.095024	-1.49403	2.509488	YPO0368	hypothetical protein
YpesChrORF_YPO3626_s_at	0.022	0.00348468	4.094901	-1.494193	2.616408	ssuC	aliphatic sulfonates transporter permease
SauMu50ChORFSAV1411_s_at	0.022	0.00348535	4.094761	-1.494378	3.768022		
CTrachChrORF_CT139_at	0.022	0.00348549	4.094731	-1.494418	4.687188		
CTrachChrORF_CT373_at	0.022	0.00348705	4.094408	-1.494845	2.58859		
Cbur00093_at	0.022	0.00348714	4.094389	-1.494871	2.919687		
YpesChrORF_YPO3537_s_at	0.022	0.00348787	4.094237	-1.495072	2.631812	rpsR	30S ribosomal protein S18
SauMu50ChORFSAV1943_s_at	0.022	0.00348892	4.094017	-1.495362	2.515892		
YpseORF_or2952_at	0.022	0.00349439	4.092882	-1.496866	2.74995		
SauEMRSA16ChORF230_at	0.022	0.00349579	4.092592	-1.497249	2.809455		
YpesChrORF_YPO0036_s_at	0.022	0.00349808	4.092117	-1.497878	2.481826	recG	ATP-dependent DNA helicase RecG
Cbur01578_at	0.022	0.00350526	4.09063	-1.499846	2.931972		
SauMu50ChORFSAV0375_s_at	0.022	0.00350528	4.090627	-1.49985	3.773431		
YpesChrORF_YPO3697_s_at	0.022	0.00350744	4.090181	-1.500441	3.497735	treB	PTS system trehalose(maltose)-specific transporter subunits IIBC
SpM1_ChORF1567_s_at	0.022	0.00350875	4.08991	-1.500799	2.692154		
YpesChrORF_YPO2018_s_at	0.022	0.00351113	4.089418	-1.501452	2.217582	YPO2018	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
CburA00045_x_at	0.022	0.00351202	4.089234	-1.501695	3.701994		
SauMu50ChORFSAV0230_s_at	0.022	0.00351268	4.089098	-1.501875	3.606467		
YpesChrORF_YPO1745_at	0.022	0.00351543	4.088532	-1.502625	3.619561	YPO1745	hypothetical protein
YpesChrORF_YPO2663_s_at	0.022	0.00351616	4.08838	-1.502826	2.356729	YPO2663	transport ATPase
CTrachChrORF_CT609_at	0.022	0.0035191	4.087774	-1.503628	3.900132		
BburgPlaORF_BBF32_at	0.022	0.00352143	-4.087295	-1.504262	-2.227124		
SauMu50ChORFSAV0227_s_at	0.0221	0.00352611	4.086334	-1.505536	2.687757		
YpesKIM_ChrORFy0155_s_at	0.0221	0.00352746	4.086056	-1.505904	3.657154		
Cbur01559_at	0.0221	0.00353043	4.085446	-1.506712	2.390733		
YpesChrORF_YPO2042_s_at	0.0221	0.00353785	4.083926	-1.508726	2.342238	YPO2042	oxidoreductase
YpesChrORF_YPO2077_s_at	0.0221	0.00354194	4.083088	-1.509836	2.740737	minD	cell division inhibitor MinD
YpesChrORF_YPO1542_s_at	0.0221	0.00354794	4.081862	-1.511461	2.859155	hisI	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
YpesChrORF_YPO1419_s_at	0.0221	0.00354851	4.081745	-1.511616	2.224761	uup	ABC transporter ATPase
YpesChrORF_YPO3034_s_at	0.0221	0.00355026	4.081388	-1.512089	2.609623	maeB	malic enzyme
CTrachChrORF_CT353_at	0.0221	0.00355299	4.080832	-1.512826	2.964373		
YpesChrORF_YPO2527_s_at	0.0221	0.00355492	4.080438	-1.513349	3.344339	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Cbur00413_at	0.0221	0.00355517	4.080387	-1.513416	2.53692		
YpseORF_or1310_at	0.0221	0.00355534	4.080353	-1.513462	2.289981		
SpM1_ChORF1047_s_at	0.0221	0.00355586	4.080247	-1.513602	2.51221		
YpesChrORF_YPO1756_s_at	0.0221	0.00355796	4.079819	-1.514169	2.40324	manZ	PTS system mannose-specific transporter subunit IID
AFFX-HUMGAPDH/M33197_3_at	0.0221	0.00356108	4.079186	-1.515009	3.318036		
YpesChrORF_YPO1980_s_at	0.0221	0.00356225	4.078947	-1.515325	3.009398	YPO1980	hypothetical protein
YpesChrORF_YPO3355_s_at	0.0221	0.00356283	4.078829	-1.515482	2.577148	rpoS	RNA polymerase sigma factor RpoS
Cbur02567_at	0.0221	0.00356412	4.078567	-1.515829	3.194865		
YpesChrORF_YPO1140_s_at	0.0221	0.00356623	4.078139	-1.516397	2.300648	YPO1140	hypothetical protein
YpesPlaORF_YpMT1.77c_s_at	0.0222	0.00356909	4.077558	-1.517167	4.158546		
YpesChrORF_YPO0870_s_at	0.0222	0.00357113	4.077145	-1.517716	2.408792	YPO0870	hypothetical protein
Sau8325ChORF2021_x_at	0.0222	0.00357583	4.076193	-1.518978	2.19537		
YpesChrORF_YPO2947_s_at	0.0222	0.00357678	4.076	-1.519233	2.738318	YPO2947	hypothetical protein
YpesChrORF_YPO3085_s_at	0.0222	0.00357782	4.075791	-1.519511	2.822562	cueR	regulatory protein
CTrachChrORF_CT510_at	0.0222	0.00358125	4.075098	-1.52043	2.328659		
SauEMRSA16ChORF2728_s_at	0.0222	0.00358135	4.075076	-1.520459	2.315774		
YpesChrORF_YPO1535_s_at	0.0222	0.00358339	4.074666	-1.521003	3.852368	YPO1535	iron-siderophore transporter transmembrane protein
SauCOLChORF00389_at	0.0222	0.0035858	4.074178	-1.52165	3.103688		
YpesChrORF_YPO1259_s_at	0.0222	0.00358698	4.07394	-1.521967	2.810508		
Cbur01451_at	0.0222	0.00358754	4.073828	-1.522115	3.723437		
YpesChrORF_YPO3724_s_at	0.0222	0.00359042	4.073247	-1.522885	2.67503	aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase protein
SpM18_ChORF1753_at	0.0222	0.00359326	4.072674	-1.523646	2.285678		
YpesChrORF_YPO2441_s_at	0.0222	0.00359491	4.072341	-1.524087	2.591964	yfeC	chelated iron transport system membrane protein
YpesChrORF_YPO3244_s_at	0.0222	0.00359614	4.072096	-1.524413	2.377897	fadE	acyl-CoA dehydrogenase
Cbur02408_at	0.0222	0.00360461	4.070393	-1.526674	2.478805	soj	CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein
SpM5_ChORF125g-65_x_at	0.0222	0.00360469	4.070377	-1.526695	2.824372		
YpesChrORF_YPO0026_s_at	0.0222	0.00360711	4.069891	-1.527339	2.928822	bipA	GTPase
CTrachChrORF_CT320_at	0.0222	0.00361005	4.069302	-1.528121	3.615822		
SauMu50ChORFSAV0535_s_at	0.0222	0.00361104	4.069103	-1.528385	2.860152		
SauMu50_VRSApORF005_at	0.0222	0.00361146	4.069019	-1.528497	2.432063		
SauMu50ChORFSAV2620_s_at	0.0222	0.0036137	4.068571	-1.529091	3.037364		
Cbur00930_at	0.0222	0.00361462	4.068387	-1.529336	3.086309		
YpesChrORF_YPO2060_s_at	0.0223	0.00361659	4.067994	-1.529858	3.466023	znuC	high-affinity zinc transporter ATPase
YpesChrORF_YPO1712_s_at	0.0223	0.00362176	4.066961	-1.531229	3.129701	YPO1712	transport protein
SauCOLChORF01164_s_at	0.0223	0.00362628	4.066059	-1.532426	2.419412		
Cbur00045_at	0.0223	0.00362793	4.06573	-1.532864	2.708083		
YpesChrORF_YPO1240_s_at	0.0223	0.00363265	4.06479	-1.534113	3.117654	YPO1240	ATP-binding protein
YpesChrORF_YPO0100_s_at	0.0223	0.00363542	4.06424	-1.534843	3.23096	YPO0100	hypothetical protein
YpesChrORF_YPO1719_s_at	0.0223	0.00363635	4.064053	-1.535091	2.314821	YPO1719	sugar-binding protein
YpesChrORF_YPO3824_s_at	0.0223	0.00363699	4.063926	-1.535259	3.281985	glpC	sn-glycerol-3-phosphate dehydrogenase subunit C
SpM1_ChORF1492_s_at	0.0223	0.00364493	4.062351	-1.537352	2.713698		
Cbur01692_at	0.0223	0.00364542	4.062253	-1.537482	3.281911		
CTrachChrORF_CT294_at	0.0223	0.00364604	4.062131	-1.537645	2.689591		
CTrachChrORF_CT735_at	0.0223	0.0036466	4.06202	-1.537792	2.656969		
SauMu50ChORFSAV2511_s_at	0.0223	0.00365059	4.061229	-1.538843	2.512757		
Cbur01622_at	0.0223	0.00365069	4.06121	-1.538869	2.976303		
SauMu50ChORFSAV1573_s_at	0.0223	0.00365097	4.061155	-1.538942	2.331273		
YpseORF_or2342_at	0.0223	0.00365121	4.061106	-1.539006	2.302684		
YpesChrORF_YPO3307_s_at	0.0223	0.00365245	4.06086	-1.539333	3.491855	recA	recombinase A
SauEMRSA16ChORF985_at	0.0223	0.00365407	4.060542	-1.539756	3.914813		
SpM1_ChORF2157_s_at	0.0223	0.00365417	4.06052	-1.539784	2.282458	hisS	putative histidine-tRNA ligase
YpesChrORF_YPO2717_s_at	0.0223	0.00365631	4.060097	-1.540347	2.191749	lepB	signal peptidase I
CTrachChrORF_CT042_at	0.0223	0.00365694	4.059974	-1.540511	2.256966		
CTrachChrORF_CT065_at	0.0223	0.00365971	4.059427	-1.541237	2.936671		
YpesChrORF_YPO4074_s_at	0.0223	0.00365994	4.05938	-1.541299	4.262076	tag	DNA-3-methyladenine glycosylase
YpesChrORF_YPO1359_s_at	0.0223	0.00366137	4.059098	-1.541675	2.482398	hcr	HCP oxidoreductase, NADH-dependent
YpesChrORF_YPO0463_s_at	0.0223	0.00366258	4.058859	-1.541992	3.513554	talB	transaldolase B
YpesChrORF_YPO0738_at	0.0223	0.0036629	4.058797	-1.542075	2.161742	flaA2	flagellin
